,Age,Education,Status,Income,Kid,Teen,Duration,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
513,65,Postgraduate,Couple,89120.0,0,0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1
514,78,Postgraduate,Couple,44124.0,0,1,2013-11-05,62,284,0,55,0,6,52,4,6,2,5,8
515,49,Postgraduate,Alone,81169.0,0,0,2013-04-14,47,1288,20,613,80,61,27,1,5,7,9,2
516,63,Graduate,Couple,36443.0,1,1,2013-03-02,9,65,0,46,4,3,20,4,3,1,3,8
517,34,Graduate,Alone,26095.0,1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7
518,65,Graduate,Couple,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2
519,80,Postgraduate,Couple,80184.0,0,0,2014-01-03,19,1035,134,670,25,38,0,1,6,3,10,3
520,59,Graduate,Alone,30630.0,1,1,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7
521,37,Postgraduate,Alone,73454.0,0,0,2014-01-03,95,982,73,351,56,14,175,1,2,4,6,5
522,33,Graduate,Couple,42691.0,0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5
523,71,Graduate,Couple,70503.0,0,0,2012-09-30,73,1379,33,216,0,33,66,1,2,4,9,6
524,37,Graduate,Couple,25545.0,1,0,2012-08-09,35,32,1,64,16,12,85,3,2,2,3,6
525,38,Graduate,Couple,32880.0,1,0,2012-04-12,76,8,4,15,7,6,2,1,1,0,3,8
526,66,Postgraduate,Couple,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2
527,47,Postgraduate,Couple,50353.0,0,0,2014-08-06,72,141,15,153,67,31,35,1,4,4,6,3
528,60,Graduate,Alone,61839.0,0,0,2012-12-08,20,1000,155,379,224,17,120,1,4,8,4,8
529,64,Postgraduate,Couple,49154.0,1,1,2013-03-11,69,206,10,67,30,27,71,6,4,1,8,6
530,49,Undergraduate,Alone,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5
531,55,Graduate,Alone,72679.0,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1
532,47,Postgraduate,Couple,57954.0,1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7
533,62,Graduate,Couple,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4
534,42,Graduate,Alone,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6
535,73,Postgraduate,Couple,47352.0,0,1,2013-11-04,70,172,12,112,8,0,15,4,6,1,5,7
536,57,Graduate,Couple,44931.0,0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5
537,57,Graduate,Alone,76982.0,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4
538,72,Undergraduate,Couple,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2
539,43,Postgraduate,Alone,22944.0,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7
540,47,Undergraduate,Couple,25315.0,1,0,2013-07-11,46,1,9,8,11,3,22,3,3,0,3,8
541,55,Graduate,Alone,43638.0,0,1,2012-06-08,37,63,10,83,7,19,19,2,4,1,4,7
542,40,Postgraduate,Alone,42710.0,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6
543,42,Postgraduate,Couple,84169.0,0,0,2013-07-08,9,1478,19,403,0,19,0,1,7,6,6,3
544,48,Graduate,Couple,54058.0,0,1,2013-04-06,56,198,18,252,32,108,54,2,4,6,8,3
545,34,Undergraduate,Couple,24683.0,1,0,2014-08-03,98,8,4,10,6,7,6,2,2,0,4,5
546,60,Graduate,Alone,85620.0,0,0,2014-07-01,68,416,46,925,60,107,46,1,3,6,4,1
547,44,Graduate,Couple,47850.0,1,0,2013-03-12,72,42,7,43,20,12,10,1,3,0,4,6
548,56,Graduate,Couple,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8
549,51,Postgraduate,Couple,27159.0,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6
550,61,Undergraduate,Alone,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3
551,35,Graduate,Alone,21474.0,1,0,2014-08-04,0,6,16,24,11,0,34,2,3,1,2,7
552,53,Postgraduate,Alone,60504.0,0,1,2014-07-02,73,458,0,24,6,4,34,2,6,2,8,6
553,61,Graduate,Couple,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8
554,75,Postgraduate,Couple,81698.0,0,0,2013-06-11,4,179,28,520,111,123,47,1,3,8,13,1
555,72,Graduate,Couple,43462.0,1,1,2012-12-09,50,90,17,97,15,6,15,6,4,1,5,8
556,46,Postgraduate,Alone,54880.0,1,0,2013-01-03,57,308,85,137,102,45,118,2,6,2,11,5
557,42,Graduate,Couple,79908.0,0,0,2013-05-04,30,557,129,761,29,185,111,1,5,6,7,2
558,54,Undergraduate,Couple,15315.0,0,0,2013-03-08,27,7,4,13,15,8,17,2,2,0,4,5
559,65,Graduate,Couple,87771.0,0,1,2013-05-22,61,1492,38,287,50,57,33,1,5,10,4,6
560,46,Graduate,Couple,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5
561,44,Graduate,Alone,81741.0,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2
562,53,Postgraduate,Couple,71499.0,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4
563,54,Undergraduate,Couple,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4
564,61,Postgraduate,Alone,48799.0,0,1,2013-05-11,9,174,18,81,28,6,24,3,3,2,7,3
565,74,Postgraduate,Couple,52157.0,0,1,2014-07-06,48,189,2,29,3,2,40,2,3,2,5,4
566,62,Graduate,Alone,66565.0,0,1,2012-05-12,80,747,10,161,65,40,42,4,4,2,9,8
567,73,Postgraduate,Couple,29298.0,1,1,2013-07-09,60,6,0,2,2,0,1,1,1,0,2,5
568,45,Graduate,Alone,47691.0,0,1,2013-05-07,43,14,0,3,0,0,4,1,1,0,2,6
569,54,Graduate,Couple,38200.0,1,1,2012-07-12,19,12,0,4,0,0,1,1,1,0,2,7
570,50,Graduate,Couple,44989.0,0,1,2012-12-09,26,98,0,106,49,10,106,5,5,1,5,6
571,56,Postgraduate,Couple,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7
572,46,Undergraduate,Alone,38593.0,1,0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8
573,54,Postgraduate,Couple,64413.0,0,1,2013-01-08,27,200,5,44,0,10,20,1,5,1,5,5
574,43,Postgraduate,Couple,36959.0,1,0,2013-02-10,56,25,6,25,6,0,0,2,2,0,3,8
575,47,Postgraduate,Couple,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5
576,56,Graduate,Couple,51287.0,1,1,2014-01-04,10,117,0,22,13,0,30,3,4,1,3,7
577,54,Graduate,Couple,13260.0,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8
578,58,Postgraduate,Couple,47472.0,1,1,2013-09-16,39,56,0,11,0,0,8,2,2,0,4,5
579,68,Postgraduate,Couple,54603.0,1,1,2013-09-07,85,145,13,46,17,2,4,6,4,2,4,7
580,50,Postgraduate,Couple,45207.0,1,1,2012-10-11,64,203,0,10,0,0,2,5,3,1,6,6
581,73,Graduate,Couple,40689.0,0,1,2013-03-18,69,270,3,27,39,6,99,7,7,1,5,8
582,57,Undergraduate,Couple,47821.0,1,1,2013-10-20,54,9,0,16,6,6,10,1,1,0,3,8
583,73,Postgraduate,Couple,27450.0,0,0,2013-04-15,57,37,12,23,8,11,52,1,2,1,3,7
584,41,Graduate,Couple,39453.0,1,0,2014-03-04,64,46,0,7,0,0,2,2,2,0,3,6
585,53,Undergraduate,Couple,26850.0,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4
586,69,Graduate,Alone,79800.0,0,0,2012-09-23,65,1060,21,530,32,0,224,1,5,11,5,3
587,63,Postgraduate,Couple,61794.0,0,1,2013-09-14,74,264,47,188,54,47,11,2,4,4,10,2
588,69,Graduate,Couple,53863.0,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7
589,65,Graduate,Couple,24221.0,0,0,2013-08-20,94,8,9,9,2,5,22,1,1,1,3,4
590,40,Postgraduate,Alone,39684.0,1,0,2012-12-10,41,19,0,35,6,4,17,2,2,1,2,7
591,49,Postgraduate,Couple,92163.0,0,0,2012-12-12,25,817,183,797,106,163,20,0,5,11,5,2
592,59,Postgraduate,Alone,69882.0,0,0,2013-10-11,94,292,127,635,132,127,165,1,3,7,9,1
593,47,Graduate,Couple,33178.0,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4
594,52,Postgraduate,Couple,59973.0,0,0,2013-11-09,47,130,30,168,20,34,0,1,3,4,7,1
595,49,Postgraduate,Couple,17459.0,1,0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7
596,55,Graduate,Alone,23910.0,1,0,2012-10-26,80,16,12,18,7,1,13,1,2,0,3,7
597,55,Postgraduate,Couple,42169.0,1,1,2013-10-19,20,19,0,9,0,0,2,2,1,0,3,8
598,46,Undergraduate,Couple,26224.0,1,0,2013-04-06,39,4,7,15,13,9,15,3,2,1,3,6
599,43,Graduate,Couple,31089.0,1,0,2012-08-17,57,31,3,31,2,8,4,3,3,0,4,8
600,63,Graduate,Alone,30081.0,0,1,2013-02-21,27,36,0,2,0,0,4,1,1,0,3,7
601,64,Graduate,Couple,62807.0,0,1,2012-08-31,83,526,28,135,10,21,99,3,5,3,12,5
602,69,Graduate,Alone,72906.0,0,0,2013-09-17,79,400,32,519,71,75,54,1,3,4,9,1
603,76,Postgraduate,Couple,61467.0,0,2,2012-09-12,69,410,16,114,0,5,49,3,5,2,10,5
604,58,Postgraduate,Couple,49618.0,1,1,2013-01-26,77,80,3,26,4,2,14,4,3,1,3,7
605,38,Postgraduate,Alone,21888.0,1,0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10
606,51,Graduate,Alone,42429.0,0,1,2014-11-02,99,55,0,6,2,0,4,2,1,1,3,5
607,68,Graduate,Alone,26150.0,2,1,2013-11-03,61,5,1,13,3,5,1,1,1,0,3,7
608,49,Undergraduate,Couple,30801.0,0,1,2012-10-26,23,8,4,5,15,2,11,2,1,0,3,7
609,59,Graduate,Couple,81168.0,0,0,2014-07-05,84,410,0,592,147,22,22,1,6,4,7,3
610,55,Postgraduate,Alone,26877.0,0,0,2013-08-19,74,101,13,76,20,18,40,2,3,1,6,6
611,80,Postgraduate,Alone,45006.0,0,0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3
612,51,Undergraduate,Couple,18978.0,1,0,2012-11-12,41,2,8,1,4,7,15,1,1,0,3,8
613,57,Graduate,Couple,22574.0,2,1,2013-10-28,28,25,0,8,2,0,2,2,2,0,3,7
614,55,Postgraduate,Alone,48240.0,0,0,2012-09-11,73,389,91,248,64,49,41,3,6,3,13,5
615,50,Graduate,Couple,45837.0,1,1,2013-07-26,88,215,13,87,17,17,24,5,6,2,5,7
616,59,Postgraduate,Alone,35791.0,2,1,2013-06-05,94,27,0,5,0,0,3,2,1,0,3,8
617,48,Postgraduate,Couple,162397.0,1,1,2013-03-06,31,85,1,16,2,1,2,0,0,0,1,1
618,46,Graduate,Alone,54162.0,1,1,2013-03-18,31,5,6,10,6,5,10,1,1,0,3,4
619,64,Postgraduate,Couple,30522.0,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2
620,63,Postgraduate,Couple,54456.0,0,1,2013-11-07,23,352,0,27,10,0,15,3,6,1,7,6
621,53,Graduate,Alone,31632.0,0,0,2013-07-14,92,17,8,12,11,15,32,1,2,1,2,7
622,75,Graduate,Alone,72298.0,0,0,2014-10-03,52,625,35,169,58,17,35,1,4,3,6,1
623,46,Undergraduate,Alone,36975.0,1,0,2013-12-28,50,10,6,11,0,4,2,1,1,0,3,7
624,69,Undergraduate,Couple,72635.0,0,0,2013-03-06,54,390,22,323,104,35,107,1,6,8,6,3
625,48,Graduate,Couple,13624.0,1,0,2013-01-20,93,10,2,15,2,1,6,2,2,0,3,6
626,49,Graduate,Alone,84196.0,0,1,2013-03-06,56,215,63,507,231,31,190,1,8,4,7,3
627,64,Graduate,Couple,70971.0,0,1,2012-09-21,28,1001,17,572,93,125,17,7,11,11,5,7
628,47,Postgraduate,Alone,34487.0,1,1,2012-06-09,94,19,18,33,24,1,8,3,3,0,3,9
629,47,Graduate,Alone,28769.0,1,0,2012-12-18,76,41,5,129,10,3,3,3,4,1,4,9
630,54,Postgraduate,Couple,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8
631,66,Postgraduate,Couple,65488.0,0,0,2014-06-13,46,603,45,207,36,18,54,1,3,4,6,1
632,54,Undergraduate,Couple,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4
633,64,Undergraduate,Alone,32218.0,0,0,2014-02-15,27,10,24,15,13,1,30,1,2,1,3,7
634,51,Graduate,Alone,83917.0,0,0,2013-04-18,12,514,22,732,42,198,79,1,6,7,7,3
635,62,Graduate,Alone,46102.0,2,1,2014-10-03,3,14,0,1,0,0,1,1,1,0,2,7
636,72,Graduate,Alone,84574.0,0,0,2013-04-06,72,387,20,713,38,54,163,1,9,11,11,5
637,62,Graduate,Couple,56181.0,0,1,2013-08-01,6,121,103,69,8,44,48,1,4,2,7,4
638,74,Postgraduate,Alone,63120.0,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7
639,53,Graduate,Couple,73691.0,0,1,2013-06-11,58,707,21,250,85,43,73,2,6,2,8,2
640,64,Graduate,Couple,63381.0,0,1,2012-05-10,78,571,50,142,33,50,159,4,4,5,13,2
641,76,Postgraduate,Couple,76140.0,0,0,2014-05-13,57,586,66,653,17,0,26,1,5,9,6,2
642,65,Postgraduate,Alone,62859.0,0,1,2012-12-30,37,1063,89,102,16,12,25,4,9,4,6,6
643,60,Graduate,Alone,45906.0,0,1,2013-07-05,20,305,3,27,4,3,144,2,5,4,4,5
644,77,Postgraduate,Couple,77632.0,0,0,2013-10-03,73,1200,105,758,0,42,147,1,4,2,6,2
645,53,Postgraduate,Couple,46463.0,1,1,2013-08-18,56,163,2,40,8,11,11,7,3,1,6,6
646,54,Graduate,Couple,105471.0,0,0,2013-01-21,36,1009,181,104,202,21,207,0,9,8,13,3
647,54,Postgraduate,Alone,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4
648,47,Postgraduate,Couple,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4
649,66,Graduate,Couple,66886.0,0,1,2013-09-16,28,315,4,62,41,31,146,2,7,1,7,5
650,64,Postgraduate,Alone,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1
651,39,Graduate,Couple,29103.0,1,0,2012-08-27,38,16,0,17,6,3,6,2,1,0,3,9
652,50,Graduate,Couple,67445.0,0,1,2012-12-08,63,757,80,217,29,80,11,5,9,6,12,6
653,74,Postgraduate,Couple,50616.0,0,1,2014-04-13,71,30,2,25,0,1,9,1,1,1,4,2
654,69,Graduate,Alone,49431.0,0,1,2012-03-08,9,219,3,100,26,0,17,2,7,1,5,8
655,49,Graduate,Alone,153924.0,0,0,2014-07-02,81,1,1,1,1,1,1,0,0,0,0,0
656,71,Graduate,Couple,61278.0,0,1,2014-04-01,87,111,3,28,2,6,15,2,3,1,4,6
657,66,Undergraduate,Couple,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6
658,77,Postgraduate,Couple,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4
659,58,Postgraduate,Alone,46734.0,1,2,2013-10-21,86,100,1,39,6,1,76,4,3,2,3,6
660,61,Graduate,Couple,56253.0,0,1,2012-07-12,83,509,0,65,7,11,5,4,7,2,9,6
661,39,Graduate,Couple,19986.0,1,0,2013-11-14,74,3,6,5,0,2,6,1,0,0,3,7
662,49,Graduate,Alone,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4
663,44,Undergraduate,Couple,25965.0,0,0,2012-07-09,29,2,2,11,41,7,11,1,2,0,3,8
664,68,Postgraduate,Couple,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6
665,65,Graduate,Couple,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8
666,50,Postgraduate,Couple,45068.0,0,1,2013-05-16,25,14,0,3,0,0,3,1,1,0,2,7
667,37,Undergraduate,Alone,21063.0,1,0,2013-09-25,34,1,10,11,19,3,15,2,2,0,3,6
668,56,Postgraduate,Couple,29187.0,1,0,2013-09-05,43,26,0,6,0,0,2,1,1,0,3,8
669,53,Undergraduate,Couple,54690.0,1,1,2013-07-11,76,111,16,37,7,9,18,3,3,1,5,3
670,60,Postgraduate,Couple,59304.0,0,1,2013-07-29,81,418,61,428,80,51,10,3,7,8,10,5
671,62,Postgraduate,Alone,59247.0,0,2,2013-08-11,87,327,9,122,19,14,83,5,5,2,9,6
672,54,Graduate,Alone,66731.0,0,1,2012-12-09,33,371,159,194,58,106,141,4,4,3,6,3
673,44,Graduate,Couple,77353.0,0,1,2013-12-16,38,275,59,107,69,101,59,2,6,4,8,4
674,49,Postgraduate,Alone,52614.0,0,1,2012-01-12,63,789,0,142,12,9,38,2,2,4,8,8
675,50,Graduate,Couple,26751.0,2,0,2014-05-22,26,1,1,5,0,3,1,1,1,0,2,8
676,61,Postgraduate,Couple,81300.0,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5
677,45,Graduate,Alone,70337.0,0,0,2014-02-01,75,187,81,149,25,43,91,1,2,2,12,1
678,39,Undergraduate,Couple,36145.0,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9
679,44,Postgraduate,Alone,65295.0,0,0,2013-12-23,19,365,32,117,34,110,6,1,3,3,13,2
680,61,Graduate,Alone,68118.0,0,1,2013-10-18,51,595,23,123,10,23,154,2,8,9,4,6
681,57,Graduate,Alone,68743.0,0,0,2012-08-30,81,1132,134,384,175,134,115,1,11,5,13,7
682,42,Undergraduate,Couple,41039.0,0,0,2013-07-25,32,34,11,137,179,61,45,1,8,1,5,8
683,69,Graduate,Couple,38946.0,0,1,2013-10-24,84,116,6,82,6,6,41,2,3,1,6,5
684,57,Graduate,Couple,65777.0,0,0,2013-12-19,87,565,32,435,28,32,54,1,2,8,6,1
685,48,Postgraduate,Alone,66476.0,0,1,2013-07-03,99,372,18,126,47,48,78,2,5,2,11,4
686,52,Postgraduate,Alone,86857.0,0,0,2012-12-09,96,899,102,838,133,102,40,1,5,6,10,2
687,42,Postgraduate,Couple,160803.0,0,0,2012-04-08,21,55,16,1622,17,3,4,15,0,28,1,0
688,35,Postgraduate,Couple,77845.0,0,0,2014-05-16,40,760,40,480,0,40,26,1,3,5,12,1
689,55,Postgraduate,Couple,69476.0,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2
690,64,Postgraduate,Alone,50611.0,0,1,2012-04-10,98,459,0,24,6,0,4,6,4,5,7,6
691,54,Graduate,Alone,61209.0,0,0,2013-08-25,73,466,0,224,119,49,99,1,5,3,4,2
692,66,Postgraduate,Couple,42315.0,0,1,2013-12-07,90,67,15,80,17,11,80,3,1,4,4,3
693,72,Undergraduate,Couple,13084.0,0,0,2013-02-11,29,2,0,7,3,7,10,1,1,0,3,6
694,75,Postgraduate,Alone,47570.0,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7
695,63,Postgraduate,Couple,61923.0,0,2,2013-07-26,94,92,4,18,3,3,6,1,2,1,4,3
696,29,Graduate,Alone,34824.0,0,0,2014-03-26,65,4,2,11,2,0,4,1,1,0,2,6
697,75,Postgraduate,Alone,26518.0,1,1,2013-08-04,33,20,1,28,3,3,2,3,2,0,3,8
698,63,Graduate,Alone,45938.0,0,0,2013-03-11,46,273,11,178,62,83,29,2,8,4,6,6
699,64,Graduate,Couple,78468.0,0,0,2014-09-04,29,434,22,388,104,22,34,1,10,7,10,4
700,51,Graduate,Alone,78901.0,0,1,2013-09-17,99,321,11,309,33,26,34,3,9,3,5,4
701,46,Graduate,Couple,71427.0,2,0,2014-12-03,26,212,123,177,15,64,23,2,8,2,8,4
702,46,Graduate,Alone,71022.0,0,1,2014-11-02,30,909,12,278,0,12,242,3,5,2,11,8
703,36,Postgraduate,Alone,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1
704,56,Postgraduate,Alone,41335.0,1,0,2013-12-26,24,112,19,21,16,14,5,3,4,1,4,7
705,38,Graduate,Couple,71952.0,1,0,2013-10-01,93,656,80,455,52,107,93,2,8,4,8,4
706,54,Postgraduate,Alone,35682.0,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2
707,73,Graduate,Alone,43185.0,0,1,2013-10-04,88,537,6,42,16,6,30,2,9,3,6,8
708,76,Postgraduate,Couple,66375.0,0,1,2013-11-21,96,712,0,45,0,0,191,3,2,4,5,7
709,53,Postgraduate,Couple,35178.0,1,0,2013-10-01,10,23,1,13,2,2,18,1,1,1,2,7
710,38,Graduate,Couple,25252.0,1,0,2013-12-07,26,1,3,4,2,2,6,1,1,0,2,8
711,59,Postgraduate,Alone,55250.0,0,1,2012-10-21,49,664,58,83,32,0,66,4,7,5,10,5
712,49,Graduate,Alone,33249.0,1,0,2013-02-20,11,6,10,21,19,14,42,2,2,1,3,6
713,71,Graduate,Couple,58398.0,0,0,2013-05-14,44,299,5,201,21,21,49,3,5,4,8,4
714,42,Graduate,Couple,50272.0,1,0,2013-07-08,75,99,13,66,43,8,4,3,4,1,5,7
715,49,Postgraduate,Couple,76618.0,0,0,2012-07-12,64,749,40,294,121,160,147,1,3,2,5,1
716,64,Undergraduate,Alone,87305.0,0,0,2012-09-23,19,345,25,501,63,138,80,1,5,3,8,2
717,46,Graduate,Couple,25851.0,1,0,2013-11-02,45,9,4,18,7,5,5,2,2,0,3,7
718,54,Graduate,Alone,58710.0,0,1,2013-03-31,77,440,81,368,0,122,174,6,11,5,9,6
719,66,Graduate,Alone,45160.0,1,1,2014-03-29,9,8,2,5,3,0,3,1,1,0,2,7
720,59,Postgraduate,Couple,74806.0,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4
721,70,Graduate,Couple,59111.0,0,0,2013-02-05,90,524,0,134,28,28,155,1,11,1,8,7
722,40,Postgraduate,Couple,18988.0,1,0,2014-05-23,43,6,0,6,2,1,1,2,1,0,3,7
723,59,Graduate,Couple,72190.0,0,0,2013-02-13,79,597,166,597,172,166,249,1,5,6,4,3
724,48,Graduate,Couple,7500.0,1,0,2012-01-08,19,7,0,12,13,7,32,5,4,1,2,9
725,58,Graduate,Couple,44794.0,0,1,2014-08-06,99,54,0,7,0,0,4,1,2,0,3,6
726,69,Graduate,Couple,80395.0,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2
727,48,Postgraduate,Alone,75012.0,0,0,2014-01-25,41,294,142,218,164,58,151,1,3,8,11,1
728,59,Postgraduate,Couple,56962.0,2,1,2013-11-10,60,292,3,77,10,3,26,7,6,3,5,7
729,33,Graduate,Couple,89891.0,0,0,2013-04-15,17,412,22,132,59,28,183,1,11,6,8,4
730,75,Postgraduate,Alone,35946.0,1,1,2013-09-27,24,8,0,3,0,0,0,1,0,0,3,5
731,71,Postgraduate,Couple,53593.0,1,1,2012-07-08,60,349,4,78,6,0,43,8,7,2,6,8
732,46,Graduate,Couple,66373.0,1,1,2013-12-06,57,328,9,124,12,24,109,7,4,2,10,3
733,76,Postgraduate,Alone,45072.0,1,2,2013-10-16,74,144,2,99,7,2,30,5,6,1,4,8
734,51,Graduate,Alone,89694.0,1,1,2013-09-10,22,1126,28,211,37,28,42,3,4,3,4,5
735,75,Graduate,Couple,72025.0,0,0,2014-04-29,46,967,0,617,43,50,0,1,4,8,13,2
736,51,Graduate,Couple,67432.0,0,1,2013-03-29,69,432,79,341,177,136,170,2,8,5,4,4
737,72,Postgraduate,Couple,70545.0,0,1,2014-03-06,29,138,39,63,55,18,21,1,4,1,7,2
738,35,Undergraduate,Couple,17487.0,1,0,2013-03-18,37,0,0,1,7,4,6,1,1,0,2,7
739,55,Graduate,Couple,62882.0,0,1,2012-09-08,26,509,133,497,78,24,97,2,7,5,6,4
740,71,Postgraduate,Alone,64108.0,0,1,2013-03-23,8,948,10,86,13,21,21,4,6,9,11,5
741,68,Postgraduate,Couple,34941.0,1,1,2013-06-03,26,39,2,25,4,3,24,2,3,0,3,8
742,74,Postgraduate,Alone,48767.0,1,2,2014-01-01,79,28,1,21,3,0,10,3,2,1,3,5
743,46,Undergraduate,Couple,38702.0,1,0,2013-01-08,71,13,11,24,13,8,40,2,3,0,4,6
744,60,Graduate,Couple,82224.0,0,0,2014-01-25,83,307,26,360,138,31,40,1,6,9,5,3
745,72,Graduate,Couple,83844.0,0,0,2013-12-05,57,901,31,345,75,31,191,1,4,4,11,1
746,49,Undergraduate,Couple,17003.0,1,0,2013-09-12,37,2,5,12,4,8,7,3,2,0,4,5
747,29,Graduate,Alone,71163.0,0,0,2014-09-03,30,283,17,372,138,106,44,1,3,8,12,1
748,54,Graduate,Alone,33697.0,1,0,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7
749,70,Undergraduate,Couple,63564.0,0,0,2014-01-29,0,769,80,252,15,34,65,1,10,10,7,6
750,52,Postgraduate,Couple,83443.0,0,0,2013-12-31,89,518,42,742,55,56,84,1,6,10,5,2
751,66,Postgraduate,Couple,51518.0,0,1,2013-03-10,92,350,8,66,17,4,4,2,3,2,10,3
752,49,Graduate,Alone,58330.0,0,1,2013-12-25,87,445,53,213,104,98,151,1,6,4,13,4
753,55,Graduate,Couple,80952.0,0,0,2013-02-28,20,778,178,689,41,27,44,1,8,5,11,8
754,45,Graduate,Couple,75507.0,0,0,2014-02-05,56,709,93,374,104,80,80,1,8,6,6,3
755,46,Undergraduate,Couple,63855.0,0,0,2013-09-02,28,359,35,314,93,116,89,1,7,3,13,4
756,52,Postgraduate,Couple,62220.0,0,1,2012-11-08,55,799,12,375,16,12,12,5,7,6,5,6
757,60,Graduate,Couple,58512.0,0,1,2013-09-19,25,895,10,101,13,0,152,5,3,4,8,8
758,45,Postgraduate,Couple,40662.0,1,0,2013-03-15,0,40,2,23,0,4,23,2,2,1,3,4
759,65,Postgraduate,Couple,38829.0,0,1,2014-06-04,86,76,0,7,0,0,16,1,3,2,2,5
760,43,Undergraduate,Couple,35523.0,1,0,2013-03-10,8,11,5,22,12,5,11,2,3,0,3,7
761,57,Graduate,Alone,79146.0,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6
762,36,Postgraduate,Couple,78285.0,0,0,2013-10-28,13,647,107,391,175,67,40,1,6,4,10,3
763,46,Postgraduate,Alone,31626.0,1,0,2013-10-05,12,39,1,9,2,1,34,1,2,1,2,7
764,72,Graduate,Alone,75127.0,0,0,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1
765,69,Graduate,Couple,48726.0,0,1,2013-04-27,90,138,3,38,4,0,59,3,3,2,4,6
766,47,Graduate,Couple,74985.0,0,0,2012-11-09,8,587,51,898,247,0,86,1,3,6,7,2
767,37,Graduate,Couple,67430.0,0,0,2012-05-09,6,595,97,291,127,133,121,1,11,5,12,6
768,59,Undergraduate,Couple,46891.0,0,1,2013-01-09,91,43,12,23,29,15,61,1,2,1,4,4
